ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2
train_one_shot.pt.43.1,sangue azul,None,PT,"Segundo seus médicos, ela desenvolveu um distúrbio raro e potencialmente fatal que a privou do precioso oxigênio e deixou seu sangue azul escuro.","Segundo seus médicos, ela desenvolveu um distúrbio raro e potencialmente fatal que a privou do precioso oxigênio e deixou seu plasma anil escuro.",1,,
train_one_shot.pt.43.2,sangue azul,None,PT,"Segundo seus médicos, ela desenvolveu um distúrbio raro e potencialmente fatal que a privou do precioso oxigênio e deixou seu sangue azul escuro.","Segundo seus médicos, ela desenvolveu um distúrbio raro e potencialmente fatal que a privou do precioso oxigênio e deixou seu nobreza escuro.",None,"Segundo seus médicos, ela desenvolveu um distúrbio raro e potencialmente fatal que a privou do precioso oxigênio e deixou seu plasma anil escuro.","Segundo seus médicos, ela desenvolveu um distúrbio raro e potencialmente fatal que a privou do precioso oxigênio e deixou seu nobreza escuro."
train_one_shot.pt.43.3,sangue azul,None,PT,"Ele permitiu a participação de inclusão de pessoas que não necessariamente tinham o chamado sangue azul ou participaram da nobreza em várias práticas e cerimônias que aconteciam”, afirma Pavese.","Ele permitiu a participação de inclusão de pessoas que não necessariamente tinham o chamado nobreza ou participaram da nobreza em várias práticas e cerimônias que aconteciam”, afirma Pavese.",1,,
train_one_shot.pt.43.4,sangue azul,None,PT,"Ele permitiu a participação de inclusão de pessoas que não necessariamente tinham o chamado sangue azul ou participaram da nobreza em várias práticas e cerimônias que aconteciam”, afirma Pavese.","Ele permitiu a participação de inclusão de pessoas que não necessariamente tinham o chamado plasma anil ou participaram da nobreza em várias práticas e cerimônias que aconteciam”, afirma Pavese.",None,"Ele permitiu a participação de inclusão de pessoas que não necessariamente tinham o chamado nobreza ou participaram da nobreza em várias práticas e cerimônias que aconteciam”, afirma Pavese.","Ele permitiu a participação de inclusão de pessoas que não necessariamente tinham o chamado plasma anil ou participaram da nobreza em várias práticas e cerimônias que aconteciam”, afirma Pavese."
train_one_shot.pt.44.1,sétima arte,None,PT,"Neste ano a premiação aconteceu no sábado (24) e premiou os ""melhores"", quer dizer os piores da sétima arte lançados em 2020 e no começo de 2021.","Neste ano a premiação aconteceu no sábado (24) e premiou os ""melhores"", quer dizer os piores da cinema lançados em 2020 e no começo de 2021.",1,,
train_one_shot.pt.44.2,sétima arte,None,PT,"Neste ano a premiação aconteceu no sábado (24) e premiou os ""melhores"", quer dizer os piores da sétima arte lançados em 2020 e no começo de 2021.","Neste ano a premiação aconteceu no sábado (24) e premiou os ""melhores"", quer dizer os piores da sétima técnica lançados em 2020 e no começo de 2021.",None,"Neste ano a premiação aconteceu no sábado (24) e premiou os ""melhores"", quer dizer os piores da cinema lançados em 2020 e no começo de 2021.","Neste ano a premiação aconteceu no sábado (24) e premiou os ""melhores"", quer dizer os piores da sétima técnica lançados em 2020 e no começo de 2021."
train_one_shot.pt.45.1,tela plana,None,PT,"Foi revelado um monitor de tela plana, painel IPS e taxa de atualização de 240Hz (Dell S2522HG) e mais três com display curvo do tipo VA.","Foi revelado um monitor de tela reta, painel IPS e taxa de atualização de 240Hz (Dell S2522HG) e mais três com display curvo do tipo VA.",1,,
train_one_shot.pt.45.2,tela plana,None,PT,"Foi revelado um monitor de tela plana, painel IPS e taxa de atualização de 240Hz (Dell S2522HG) e mais três com display curvo do tipo VA.","Foi revelado um monitor de ecrã liso, painel IPS e taxa de atualização de 240Hz (Dell S2522HG) e mais três com display curvo do tipo VA.",None,"Foi revelado um monitor de tela reta, painel IPS e taxa de atualização de 240Hz (Dell S2522HG) e mais três com display curvo do tipo VA.","Foi revelado um monitor de ecrã liso, painel IPS e taxa de atualização de 240Hz (Dell S2522HG) e mais três com display curvo do tipo VA."
train_one_shot.pt.46.1,tempo real,None,PT,"A 93ª cerimônia do Oscar acontece na noite deste domingo (21), no Dolby Theatre, em Los Angeles, e você confere os principais detalhes dos prêmios na cobertura em tempo real do Diário do Nordeste.","A 93ª cerimônia do Oscar acontece na noite deste domingo (21), no Dolby Theatre, em Los Angeles, e você confere os principais detalhes dos prêmios na cobertura em no momento do Diário do Nordeste.",1,,
train_one_shot.pt.46.2,tempo real,None,PT,"A 93ª cerimônia do Oscar acontece na noite deste domingo (21), no Dolby Theatre, em Los Angeles, e você confere os principais detalhes dos prêmios na cobertura em tempo real do Diário do Nordeste.","A 93ª cerimônia do Oscar acontece na noite deste domingo (21), no Dolby Theatre, em Los Angeles, e você confere os principais detalhes dos prêmios na cobertura em período autêntico do Diário do Nordeste.",None,"A 93ª cerimônia do Oscar acontece na noite deste domingo (21), no Dolby Theatre, em Los Angeles, e você confere os principais detalhes dos prêmios na cobertura em no momento do Diário do Nordeste.","A 93ª cerimônia do Oscar acontece na noite deste domingo (21), no Dolby Theatre, em Los Angeles, e você confere os principais detalhes dos prêmios na cobertura em período autêntico do Diário do Nordeste."
train_one_shot.pt.47.1,tiro livre,None,PT,"Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com tiro livre durante as curvas, sendo uma ascendente e a outra descendente.","Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com tiro de prática durante as curvas, sendo uma ascendente e a outra descendente.",1,,
train_one_shot.pt.47.2,tiro livre,None,PT,"Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com tiro livre durante as curvas, sendo uma ascendente e a outra descendente.","Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com disparo liberto durante as curvas, sendo uma ascendente e a outra descendente.",None,"Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com tiro de prática durante as curvas, sendo uma ascendente e a outra descendente.","Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com disparo liberto durante as curvas, sendo uma ascendente e a outra descendente."
train_one_shot.pt.47.3,tiro livre,None,PT,"Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com tiro livre durante as curvas, sendo uma ascendente e a outra descendente.","Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com falta durante as curvas, sendo uma ascendente e a outra descendente.",None,"Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com tiro de prática durante as curvas, sendo uma ascendente e a outra descendente.","Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com falta durante as curvas, sendo uma ascendente e a outra descendente."
train_one_shot.pt.47.4,tiro livre,None,PT,"Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com tiro livre durante as curvas, sendo uma ascendente e a outra descendente.","Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com disparo sem mirar durante as curvas, sendo uma ascendente e a outra descendente.",None,"Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com tiro de prática durante as curvas, sendo uma ascendente e a outra descendente.","Pela primeira vez tomamos contato com a missão de tiro aéreo sendo realizada contra um dardo (que era de madeira revestida de alumínio)(9) , num circuito em ""8"", com disparo sem mirar durante as curvas, sendo uma ascendente e a outra descendente."
train_one_shot.pt.48.1,vaca louca,None,PT,"O mal da vaca louca é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação.","O mal da encefalopatia espongiforme é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação.",1,,
train_one_shot.pt.48.2,vaca louca,None,PT,"O mal da vaca louca é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação.","O mal da boi demente é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação.",None,"O mal da encefalopatia espongiforme é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação.","O mal da boi demente é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação."
train_one_shot.pt.48.3,vaca louca,None,PT,"O mal da vaca louca é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação.","O mal da carne desfiada servida com legumes e saladas é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação.",None,"O mal da encefalopatia espongiforme é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação.","O mal da carne desfiada servida com legumes e saladas é uma doença degenerativa que afeta o sistema nervoso dos bovinos, bubalinos, ovinos e caprinos, tendo como sintomas a agressividade e falta de coordenação."
train_one_shot.pt.49.1,voto secreto,None,PT,"Após a definição, com urna para voto secreto, o presidente da CPI escolhe o relator --enquanto o presidente é o responsável por conduzir os trabalhos de investigação e por determinar as fases que o colegiado vai seguir e o ritmo dos trabalhos, o relator prepara o parecer final, após os trabalhos.","Após a definição, com urna para voto oculto, o presidente da CPI escolhe o relator --enquanto o presidente é o responsável por conduzir os trabalhos de investigação e por determinar as fases que o colegiado vai seguir e o ritmo dos trabalhos, o relator prepara o parecer final, após os trabalhos.",1,,
